global_position,country_code,team_name,country,global_pnl
5018,JP,Kacm,Japan,27394.0
5019,MX,ARIMAWN,Mexico,27328.0
5020,IN,susour,India,27322.0
5021,IN,ShanksXT10,India,27319.0
5022,IN,Qwerty153,India,27213.0
5023,IN,Money Heist,India,27182.0
5024,US,Blah122331,United States,27139.0
5025,IN,Srikar,India,27124.0
5026,MA,opticality,Morocco,27079.0
5027,IN,Chedis,India,27073.0
5028,US,Gigglers,United States,27068.0
5029,GB,ish,United Kingdom,27046.0
5030,IN,furfurinagar,India,27036.0
5031,CN,LongTheta,China,26966.0
5032,GB,Blue Blood,United Kingdom,26965.0
5033,FR,MD600,France,26932.0
5034,US,RogerTree,United States,26900.0
5035,AU,GreatLordGrombadude,Australia,26884.0
5036,IN,Signal_CB,India,26823.0
5037,IN,Dhurandar,India,26751.0
5038,US,APEX Gamma,United States,26749.0
5039,HK,SigmaQuant,Hong Kong,26727.0
5040,CH,Fine Tunas,Switzerland,26724.0
5041,IT,blatz,Italy,26651.0
5042,IN,Alone_Musk,India,26501.0
5043,US,The Solo Team,United States,26488.0
5044,IN,BullBros,India,26452.0
5045,IN,No1,India,26452.0
5046,GB,Team 456,United Kingdom,26445.0
5047,US,Sharpetitan,United States,26431.0
5048,US,HT,United States,26421.0
5049,IN,ACHIVERS_,India,26333.0
5050,IN,WhenTheTrade,India,26259.0
5051,IN,DELTA VECTORS,India,26209.0
5052,IN,MANISH R K,India,26101.0
5053,US,QFIG_UMD,United States,25969.0
5054,IN,MeanReversion,India,25950.0
5055,IN,AlgoPraveen NIT Trichy,India,25943.0
5056,IN,Hack_the_trade,India,25913.0
5057,IN,Quantizer,India,25871.0
5058,IN,TheCult,India,25813.0
5059,IN,Astronomia,India,25799.0
5060,IN,Synapse Capital,India,25689.0
5061,US,ANP,United States,25688.0
5062,IN,BrainStormerz,India,25637.0
5063,IN,Trading-first,India,25429.0
5064,BE,Go Belgium,Belgium,25378.0
5065,GB,Debug and Profit,United Kingdom,25317.0
5066,IN,Momentum Destroyers,India,25297.0
5067,US,Operation Dhurandhar,United States,25234.0
5068,IN,Martingale Vagabond,India,25211.0
5069,NL,trading_mavericks,Netherlands,25204.0
5070,IN,Dawgs Of wall street,India,25094.0
5071,IN,WB,India,25090.0
5072,DE,RenaissanceTechnologies,Germany,25004.0
5073,IN,The Conqueror,India,25000.0
5074,IN,brave_Merida,India,24918.0
5075,IN,Bsds4,India,24841.0
5076,NL,TristanDaCunha on Mars,Netherlands,24837.0
5077,IN,Galvin_Prime,India,24764.0
5078,IN,Alpha Trade,India,24737.0
5079,US,gardener,United States,24713.0
5080,IN,trade for profit,India,24711.0
5081,IN,baunahunter,India,24630.0
5082,IN,Alpha Sentinel,India,24539.0
5083,CA,WeKeepEmOnTheirToes,Canada,24527.0
5084,US,ROKA12-52-2,United States,24500.0
5084,IN,vk14,India,24500.0
5084,HK,BTD,Hong Kong,24500.0
5084,US,team unknown,United States,24500.0
5085,GB,she_took_the_kids,United Kingdom,24458.0
5086,GB,Eiyuu,United Kingdom,24369.0
5087,IN,trade_ism,India,24307.0
5088,IN,C-128,India,24291.0
5089,IN,DeadCoders,India,24271.0
5090,US,Kitty,United States,24009.0
5091,IN,Feel,India,23959.0
5092,US,Jackets,United States,23916.0
5093,GB,GoldmanStanley,United Kingdom,23911.0
5094,IN,Robotix,India,23776.0
5095,IN,Bit4Better,India,23686.0
5096,IN,Code Knights,India,23655.0
5097,IN,satoshi_trump,India,23627.0
5098,IN,The Tech Troubadours,India,23582.0
5099,GB,Henry Reynolds,United Kingdom,23569.0
5100,IN,Open Nexus,India,23507.0
5101,IN,shadow traders,India,23432.0
5102,IN,loser_always,India,23400.0
5102,CH,curious fools,Switzerland,23400.0
5103,IN,IIIT Delhi,India,23398.0
5104,GB,Momentum Money,United Kingdom,23232.0
5105,IN,Gophers,India,23182.0
5106,US,KaransTeam,United States,23094.0
5107,IN,Trading_Entanglement,India,23035.0
5108,IN,QuantMinds,India,22938.0
5109,PL,polish power,Poland,22924.0
5110,GB,BA2 4HL,United Kingdom,22921.0
5111,IN,The Titans,India,22864.0
5112,IN,Zodiac,India,22839.0
5113,ES,Jabor,Spain,22715.0
5114,FI,Ninjaram,Finland,22681.0
5115,IN,money,India,22636.0
5116,IN,Chanakyas_Quant,India,22545.0
5117,IN,Asthra,India,22497.0
5118,IN,CosmicTrade,India,22420.0
5119,IN,Maximus,India,22382.0
5120,US,shu prosper slam,United States,22366.0
5121,IN,Pawn,India,22356.0
5122,IN,CosmicNarasimha,India,22344.0
5123,US,Team Opus,United States,22331.0
5124,US,Aryabhatta,United States,22207.0
5125,HK,Archipelago Alpha,Hong Kong,22198.0
5126,IN,Stranger,India,22194.0
5127,NL,Zuidas Gang,Netherlands,22181.0
5128,US,DIG,United States,22167.0
5129,IE,Adamstown Capital,Ireland,22157.0
5130,IN,exactly_twenty3_letters,India,22156.0
5131,GB,Darth,United Kingdom,22145.0
5132,US,Shankar,United States,22124.0
5133,CN,Echelon,China,21912.0
5134,IN,NWA,India,21903.0
5135,US,Lerm,United States,21868.0
5136,IN,Third_Order,India,21849.0
5137,IN,Infinite Loop,India,21786.0
5138,IN,Team Utsaah,India,21695.0
5139,US,owls_penguins,United States,21691.0
5140,RU,SigmFlow,Russian Federation,21642.0
5141,US,StarBound,United States,21627.0
5142,IN,Fermats Trade,India,21606.0
5143,HK,Intergalactic Mosha,Hong Kong,21385.0
5144,US,live,United States,21373.0
5145,US,pi-thons,United States,21238.0
5146,US,QuantMonks,United States,21129.0
5147,IN,ax1,India,21002.0
5148,HK,Janice,Hong Kong,20880.0
5149,IN,CodeMax,India,20873.0
5150,DE,LetsGOOOO,Germany,20824.0
5151,IN,ALPHAGRAVITY,India,20795.0
5152,ES,The Pros in PROSperity,Spain,20775.0
5153,IN,CACHE FLOW,India,20767.0
5154,US,Williamsburg Warriors,United States,20757.0
5155,GB,Team Tank,United Kingdom,20728.0
5156,IN,The Unknowns,India,20721.0
5157,IN,Black Swans,India,20716.0
5158,DE,NSKN,Germany,20709.0
5159,AU,2Slow,Australia,20679.0
5160,IN,Tradingverse,India,20636.0
5161,GB,Aria,United Kingdom,20608.0
5162,IN,Dex,India,20592.0
5163,IN,Apex16,India,20501.0
5164,GB,Charging Camel,United Kingdom,20445.0
5165,FR,Alpha Pulse,France,20423.0
5166,IN,TeamBingo,India,20390.0
5167,US,tam_,United States,20184.0
5168,CN,Xien,China,20183.0
5169,IN,Aryabhata,India,20136.0
5170,GB,xaza,United Kingdom,20093.0
5171,US,Vibe,United States,20079.0
5172,IN,QuantyDiva,India,19831.0
5173,IN,Alpha_X,India,19829.0
5174,IN,HUNGER,India,19768.0
5175,IN,Inovation,India,19764.0
5176,IN,TeamDiamonds,India,19664.0
5177,IN,Hack_Coders,India,19652.0
5178,IN,ALSI,India,19593.0
5179,IN,Lilith-x,India,19575.0
5180,IN,Bheem ki chaddi,India,19500.0
5181,US,physic,United States,19473.0
5182,IN,Dark_Horse18,India,19438.0
5183,IN,ZenMasters,India,19357.0
5184,US,Quasar Quants,United States,19349.0
5185,US,Td_Vincent,United States,19264.0
5186,US,Rug Pull Capital 67 Inc,United States,19216.0
5187,US,TraderJoe1729,United States,19204.0
5188,IN,Helio777,India,19197.0
5189,IN,Barrel n Basis,India,19093.0
5190,IN,DeltaCore,India,19074.0
5191,IN,Konnichiwa Boys,India,19063.0
5192,IN,CHS Trading,India,18836.0
5193,GB,Ashwin Biju,United Kingdom,18836.0
5194,IN,AM49,India,18830.0
5195,IN,Savant,India,18817.0
5196,TN,Eagles Of Carthage,Tunisia,18803.0
5197,US,Cherry,United States,18797.0
5198,IN,Trade Tarzans,India,18653.0
5199,IN,NexusQ,India,18584.0
5200,IN,Innovatrix,India,18467.0
5201,IN,Abhishek_tranding,India,18454.0
5202,AU,chiikawa,Australia,18445.0
5203,HK,Team Quanta,Hong Kong,18281.0
5204,IN,HackHers,India,18208.0
5205,IN,Vatsal,India,18154.0
5206,IN,RemoveJavaGrbgCollector,India,18152.0
5207,IN,Legacy Arena,India,18066.0
5208,GB,Pomega,United Kingdom,18014.0
5209,IN,Auranex,India,17932.0
5210,IN,ImpactX,India,17925.0
5211,US,PointReyes,United States,17903.0
5212,GB,abhiwar,United Kingdom,17899.0
5213,IN,trader26,India,17893.0
5214,DE,Tradingfox League,Germany,17863.0
5215,US,PolyWatch,United States,17797.0
5216,IN,dumbmoneyisnotdumbmoney,India,17752.0
5217,US,KIMKIM,United States,17563.0
5218,US,GodTrades,United States,17468.0
5219,US,KTO,United States,17356.0
5220,IN,Sqaud11,India,17306.0
5221,IN,Math7rock,India,17197.0
5222,GB,Bhrama,United Kingdom,17165.0
5223,IN,TeamQuantQuestWinner,India,17107.0
5224,US,JonAvr,United States,16987.0
5225,IN,Stone Age,India,16976.0
5226,IN,rawdogginglife,India,16930.0
5227,IN,next_year,India,16917.0
5228,RO,Apollodoor,Romania,16911.0
5229,IN,Trading Learner,India,16807.0
5230,GB,HHM,United Kingdom,16751.0
5231,IN,Xilver,India,16651.0
5232,US,CK,United States,16624.0
5233,CH,BabaBoy,Switzerland,16534.0
5234,IN,Persassy,India,16534.0
5235,AE,Sameer,United Arab Emirates,16273.0
5236,IN,Possible,India,16154.0
5237,IN,Autumn,India,16126.0
5238,GB,Lobsterrox,United Kingdom,16080.0
5239,CA,ylong,Canada,15973.0
5240,IN,Dude,India,15941.0
5241,US,KMH,United States,15936.0
5242,GB,Iceman,United Kingdom,15816.0
5243,IN,OutOfTheBox,India,15799.0
5244,AU,Lepapa,Australia,15795.0
5245,US,Partial Basis,United States,15669.0
5246,GB,Greyhawk Management,United Kingdom,15650.0
5247,US,Titans Fc,United States,15615.0
5248,IN,Nihdaws,India,15563.0
5249,GB,ab_ig5,United Kingdom,15545.0
5250,US,Beastmode37,United States,15537.0
5251,IN,Code Red,India,15526.0
5252,IN,burger,India,15526.0
5253,IN,TremblingHands,India,15515.0
5254,US,Incremental Addicts,United States,15508.0
5255,IN,alpha,India,15352.0
5256,IN,MeowoeM,India,15336.0
5257,IN,chazzz_44,India,15316.0
5258,AU,buz,Australia,15259.0
5259,IN,GodavariGang,India,15237.0
5260,GB,triplet,United Kingdom,15202.0
5261,KZ,Non-target,Kazakhstan,15158.0
5262,US,Prosperitea,United States,15097.0
5263,IN,BouncyDinos,India,14938.0
5264,MY,SPICE,Malaysia,14926.0
5265,CA,momo,Canada,14871.0
5266,IN,Vishal Ghuge,India,14758.0
5267,CN,Elevenseven,China,14700.0
5268,JP,heisen,Japan,14679.0
5269,US,superscore,United States,14676.0
5270,GB,Cornwalum,United Kingdom,14619.0
5271,US,WeDontKnowHowToCode,United States,14343.0
5272,IN,The semicolon squad,India,14291.0
5273,FR,Gns,France,14282.0
5274,IN,NonProsperous,India,14278.0
5275,IN,Stochastic_Signals,India,14275.0
5276,GB,PVG,United Kingdom,14233.0
5277,IN,Nexus_ontoto,India,14195.0
5278,GB,ucluclucluclucluclucl,United Kingdom,14182.0
5279,NZ,Harrylahd,New Zealand,14119.0
5280,GB,Beer Lovers,United Kingdom,14070.0
5281,IN,ATOMIC CHARGER,India,14048.0
5282,IN,No buddy,India,14037.0
5283,US,Apo,United States,14027.0
5284,VN,Man I Love Fernandes,Vietnam,13989.0
5285,DE,Einfach nh Gruppe haben,Germany,13934.0
5286,US,asymmetric payoff,United States,13924.0
5287,IN,InfinityX,India,13879.0
5288,IN,Trading Charlie,India,13875.0
5289,IN,Null Pointerz,India,13864.0
5290,GB,Vigil,United Kingdom,13854.0
5291,US,Chi_Squared,United States,13836.0
5292,IN,Lezgo,India,13822.0
5293,GB,The Null Hypothesis,United Kingdom,13794.0
5294,VN,LaCarpeDiem,Vietnam,13776.0
5295,IN,ZAP,India,13750.0
5296,IN,Majors,India,13732.0
5297,FR,les Ratz,France,13705.0
5298,IN,BullishMinds,India,13692.0
5299,IN,Matrix-code,India,13651.0
5300,IN,SoloTrader,India,13613.0
5301,US,Anish Reddy Alle,United States,13593.0
5302,IN,N4m3l3ss,India,13522.0
5303,IN,SUDO apt,India,13507.0
5304,IN,BeatUp,India,13423.0
5305,EH,tung tung tung sahuur,Western Sahara,13412.0
5306,GB,Hyde,United Kingdom,13406.0
5307,IN,Prose-perity,India,13294.0
5308,IN,Trend Hunters,India,13149.0
5309,IN,include_alpha,India,12987.0
5310,IN,atreidis,India,12927.0
5311,IN,KASUKABE_DEFENCE_FORCE,India,12841.0
5312,GB,Natsu,United Kingdom,12750.0
5313,IN,Codeeaszz,India,12738.0
5314,IN,SENTINEL__Z,India,12551.0
5315,IN,ByteForge,India,12541.0
5316,IN,CONTINENTAL ALLIANCE,India,12514.0
5317,AU,AuStreetBets,Australia,12495.0
5318,US,Team Ducks,United States,12477.0
5319,IN,makvia,India,12461.0
5320,GB,HJB Horizon,United Kingdom,12459.0
5321,IN,ROI,India,12435.0
5322,CH,Lehman Cousins,Switzerland,12363.0
5323,IN,Team Igniculus,India,12346.0
5324,ES,Borrego Cosmos,Spain,12322.0
5325,TH,fortnite gamers,Thailand,12251.0
5326,IN,17 BLACK,India,12214.0
5327,AU,The Long Shorts,Australia,12061.0
5328,IN,Adbhut,India,12032.0
5329,IN,TBBYG,India,12019.0
5330,IN,Perplexify,India,12017.0
5331,IN,Apostles,India,11962.0
5332,GB,prospering,United Kingdom,11935.0
5333,AU,Galaxy_Orbit_1,Australia,11896.0
5334,IN,RAK,India,11771.0
5335,IN,Shadow-Garden,India,11648.0
5336,IN,Zen of Prosperity,India,11565.0
5337,GB,Testing,United Kingdom,11452.0
5338,US,Nuonuo,United States,11441.0
5339,GB,Deep Space Derivatives,United Kingdom,11367.0
5340,GB,Thomas Mills,United Kingdom,11160.0
5341,IN,Chill guy,India,11131.0
5342,IN,Syntax Code,India,11038.0
5343,AU,Malaysia Boleh,Australia,10889.0
5344,US,Curious_traders,United States,10877.0
5345,AE,SigmaMu,United Arab Emirates,10873.0
5346,IN,GodHand,India,10829.0
5347,FI,chridecoooooolest,Finland,10750.0
5348,GB,Galactic Exchange,United Kingdom,10716.0
5349,TR,HiveTrading,Turkey,10704.0
5350,IN,Quicksort_3,India,10544.0
5351,NL,Apollo One,Netherlands,10532.0
5352,US,Mellon Mispricers,United States,10381.0
5353,SG,Point72-5,Singapore,10339.0
5354,PL,Harbor,Poland,10279.0
5355,GB,rakeshvdp,United Kingdom,10240.0
5356,GB,Golden Ratio,United Kingdom,10174.0
5357,IN,SHADOWSAMA,India,10132.0
5358,IN,Techie Turtles,India,10119.0
5359,IN,Prush,India,10107.0
5360,US,Dekkov,United States,10085.0
5361,US,Boiler Arbitrage,United States,10082.0
5362,SE,Trading ducks,Sweden,10021.0
5363,IN,finochio,India,10000.0
5364,IN,Team Ytirepsorp,India,9999.0
5365,IN,Cynox,India,9998.0
5366,US,Soloquant,United States,9919.0
5367,US,The Sharpe Shooters,United States,9900.0
5368,IN,Starfish Strategist,India,9898.0
5369,GB,TomMiller,United Kingdom,9820.0
5370,IN,Vision Coders,India,9805.0
5371,IN,Twin Traders,India,9800.0
5372,IN,UnNown,India,9746.0
5373,IN,Cosmic Cartels,India,9641.0
5374,US,MacDonald,United States,9445.0
5375,IN,Cyno2048,India,9289.0
5376,CN,laakso,China,9268.0
5377,FR,Vol Tourists,France,9048.0
5378,IN,AloneStudios,India,8916.0
5379,IN,alX,India,8902.0
5380,CA,AxxL_Clickity-Clackity,Canada,8869.0
5381,AU,Alg0_Gat0r,Australia,8840.0
5382,IN,Code Alchemists,India,8814.0
5383,DE,SpaceBrewery,Germany,8813.0
5384,GB,one guy,United Kingdom,8798.0
5385,IN,Market Maverick,India,8709.0
5386,IN,Null_Void,India,8603.0
5387,US,ChinBo,United States,8458.0
5388,IN,nooobtraders,India,8453.0
5389,IN,VECTORX,India,8399.0
5390,CA,Signal Foundry,Canada,8344.0
5391,IN,ByteSize,India,8327.0
5392,GB,thelimitdoesnotexist,United Kingdom,8212.0
5393,ES,Scion Asymmetric,Spain,8134.0
5394,AU,Driftlabs,Australia,8074.0
5395,CN,TTTT,China,8031.0
5396,US,Phoenix986,United States,8000.0
5397,IN,ElevateX,India,7909.0
5398,IN,Deterministic_Decoders,India,7904.0
5399,IN,TopGun,India,7876.0
5400,KR,Im in the Army,South Korea,7783.0
5401,IN,bloodreaper,India,7753.0
5402,TR,White Wolf,Turkey,7713.0
5403,IN,lop,India,7700.0
5404,IN,QuantKidz,India,7695.0
5405,IN,OFA,India,7566.0
5406,IN,Radhyam,India,7551.0
5407,IN,Revel,India,7544.0
5408,US,Dr-Mathattan,United States,7479.0
5409,IE,Kardamowians,Ireland,7364.0
5410,CN,guessuseless,China,7357.0
5411,IN,RAV3N,India,7332.0
5412,IN,Seed Eclipse,India,7299.0
5413,AU,AWMG Fund,Australia,7268.0
5414,IN,Team Maqsad,India,7253.0
5415,IN,B22,India,7125.0
5416,IN,-_-,India,7113.0
5417,IT,CrimsonTrader,Italy,7044.0
5418,IN,Team Tesla,India,6999.0
5419,IN,Team KS,India,6941.0
5420,US,COD,United States,6870.0
5421,AU,Adverse Selector,Australia,6823.0
5422,IN,The Small Long,India,6817.0
5423,IN,QUANTITAVE,India,6725.0
5424,IN,Pandava,India,6682.0
5425,IN,India A,India,6619.0
5426,US,dmo,United States,6601.0
5427,US,Egnis enterprises,United States,6586.0
5428,IT,StarterTrader,Italy,6314.0
5429,IN,Occams sidequest,India,6310.0
5430,IN,whitebeard_pirates,India,6278.0
5431,NL,Team-Martian,Netherlands,6268.0
5432,ZA,August_Reign_26,South Africa,6252.0
5433,GB,CL,United Kingdom,6217.0
5434,FR,Headache,France,6151.0
5435,US,QD Frauds,United States,6025.0
5436,ZA,Zhen Risk,South Africa,6024.0
5437,IN,_qium,India,6024.0
5438,IN,StopLossSurvivors,India,6015.0
5439,IN,bhel,India,6000.0
5440,AU,quarterzip,Australia,5837.0
5441,IN,Edifice,India,5830.0
5442,CA,UW Hustlers,Canada,5829.0
5443,US,ds8,United States,5784.0
5444,IN,Delta Dominators,India,5784.0
5445,TW,TW_NO1,Taiwan,5747.0
5446,IN,The Big Shorts,India,5423.0
5447,US,Interplanetary Criminal,United States,5400.0
5448,US,Apollo Corp,United States,5327.0
5449,GB,Dhruv Simmonite,United Kingdom,5283.0
5450,US,wolverines,United States,5227.0
5451,IN,Alpha Miners,India,5160.0
5452,IT,Zach,Italy,5093.0
5453,IN,Team Name Lite,India,5000.0
5453,IN,hedged,India,5000.0
5453,IN,ADIOS AMIGOS,India,5000.0
5453,IN,Team Zorphix,India,5000.0
5453,IE,Goys,Ireland,5000.0
5453,IM,Skynet,Isle of Man,5000.0
5453,GB,Stochastic Legends,United Kingdom,5000.0
5453,IN,Five Horseman,India,5000.0
5453,IN,Adyar Atti,India,5000.0
5453,IN,INNOVATECH,India,5000.0
5453,IN,SmartBytes,India,5000.0
5453,IN,Neural Nexus,India,5000.0
5453,IN,Code Cortex,India,5000.0
5453,AU,SIIF,Australia,5000.0
5453,IN,Strike traders,India,5000.0
5453,NZ,TryHard,New Zealand,5000.0
5453,CN,yet,China,5000.0
5453,IN,KyaBaatHai,India,5000.0
5454,NL,Dabang,Netherlands,4966.0
5455,IN,Universal Equilibrium,India,4900.0
5456,IN,vadapav,India,4848.0
5457,IN,CodeTesterz,India,4838.0
5458,AU,schrodingers_algorithm,Australia,4827.0
5459,IN,Flawless,India,4726.0
5460,IN,Shani Ka Saaya,India,4618.0
5461,IN,404 - Team Not Found,India,4542.0
5462,IN,Zenith07,India,4524.0
5463,IN,Zero Shot,India,4523.0
5464,IN,FAWDA,India,4511.0
5465,CN,Shary,China,4460.0
5466,IN,TeamDZX,India,4424.0
5467,IN,InnoWave,India,4422.0
5468,FR,croque scooby,France,4407.0
5469,IN,DeltaAplha,India,4369.0
5470,GB,Hobbits,United Kingdom,4316.0
5471,IN,MONARCH,India,4269.0
5472,DE,user07,Germany,4171.0
5473,IN,Mr X,India,4114.0
5474,BG,BIAD,Bulgaria,4106.0
5475,IN,Prometheus Protocol,India,4073.0
5476,US,UConn Thunderaas,United States,4065.0
5477,US,henry,United States,4033.0
5478,US,Team CRT,United States,4012.0
5479,AU,StochasticSolo,Australia,3777.0
5480,IN,MarginCall,India,3673.0
5481,FR,Two pointers,France,3667.0
5482,GB,TottenhamTroopers,United Kingdom,3660.0
5483,BB,ttt,Barbados,3642.0
5484,IN,DSAkmkb,India,3579.0
5485,IN,dead poets,India,3396.0
5486,IN,CMIs,India,3300.0
5487,HK,AstroLAWger,Hong Kong,3257.0
5488,IN,Cosmic Sirius,India,3063.0
5489,GB,test-team-123,United Kingdom,2985.0
5490,FR,ICantCode,France,2974.0
5491,US,Eigenstate Manifold,United States,2943.0
5492,US,S-at-nyc,United States,2922.0
5493,IN,SOLO_BUT_STRONG,India,2872.0
5494,GB,YOTY,United Kingdom,2869.0
5495,US,Char522,United States,2868.0
5496,AU,lasermines,Australia,2766.0
5497,IN,Built-in-bytes,India,2760.0
5498,AU,Dreamcatcher,Australia,2628.0
5499,IN,Code grid,India,2599.0
5500,GB,Profit Prophet,United Kingdom,2499.0
5501,GB,Factor Panda,United Kingdom,2490.0
5502,IN,InnoWave1,India,2376.0
5503,IN,Cialdini,India,2373.0
5504,AU,Bulkers,Australia,2259.0
5505,IN,RainbowUnicorn,India,2173.0
5506,US,MAX DAX 0331,United States,2110.0
5507,PT,Tiago Dias,Portugal,2086.0
5508,GB,Crassus,United Kingdom,2075.0
5508,IN,Code Bytes,India,2075.0
5508,US,Segmentation Vault,United States,2075.0
5509,IN,Boys,India,2060.0
5510,IN,aceofclubs,India,2000.0
5510,CN,cz295,China,2000.0
5511,IN,Chexperts,India,1940.0
5512,IN,Inception Squad,India,1874.0
5513,IN,Error404,India,1681.0
5514,US,Maxwells Demon,United States,1651.0
5515,IN,Trading_engine,India,1628.0
5516,IN,Alpha Greeks,India,1600.0
5517,ZA,Spartan Algos,South Africa,1116.0
5518,IN,Cherry for the win,India,889.0
5519,IN,Bit Rebels,India,835.0
5520,IN,Quant Enthusiasts,India,771.0
5521,US,Gupta Empire,United States,766.0
5522,IN,Checkers,India,690.0
5523,NL,Recurrent residuals,Netherlands,649.0
5524,IN,STAREEASEEE,India,636.0
5525,IN,7sigma,India,567.0
5526,GB,Aristotle,United Kingdom,531.0
5527,RO,DoarEu,Romania,490.0
5528,IN,TEAM RAVENS,India,489.0
5529,GB,GammaRays,United Kingdom,470.0
5530,IN,Flux Force,India,294.0
5531,US,Mthegreat28,United States,236.0
5532,US,67676767,United States,202.0
5533,IN,The trade craft,India,200.0
5534,GB,Particle Accelerators,United Kingdom,88.0
5535,IN,arKade,India,68.0
5536,IN,trade_or_raid,India,56.0
5537,IN,Gohard,India,14.0
5538,HR,G7,Croatia,4.0
5539,GB,J_Trades,United Kingdom,0.0
5539,CA,NotABot,Canada,0.0
5539,IT,LipGallagher,Italy,0.0
5539,IN,div_quant,India,0.0
5539,FR,Perso1,France,0.0
5539,IN,Alpha2point2,India,0.0
5539,IN,Traders03,India,0.0
5539,CH,Peridot,Switzerland,0.0
5539,IN,Lazy,India,0.0
5539,GB,abcd11111,United Kingdom,0.0
5539,IN,Chodnas,India,0.0
5539,NL,Vreeland,Netherlands,0.0
5539,NL,Bloons Tower Defense,Netherlands,0.0
5539,FR,tempoteam,France,0.0
5539,RO,Spritz please,Romania,0.0
5539,HK,MenteeOfYM,Hong Kong,0.0
5539,GB,Kings Rule,United Kingdom,0.0
5539,US,HuiSigma,United States,0.0
5539,GB,All In River Bluff,United Kingdom,0.0
5539,GB,Argentrix,United Kingdom,0.0
5539,HR,AlphaChevap,Croatia,0.0
5539,FR,teamtest,France,0.0
5539,AU,Carpathia,Australia,0.0
5539,IN,idli sambar masala dosa,India,0.0
5539,NL,Prosperity Prophets,Netherlands,0.0
5539,RU,Andrey_Khlopotnykh,Russian Federation,0.0
5539,JP,Adeki,Japan,0.0
5539,RU,hhh,Russian Federation,0.0
5539,HR,River,Croatia,0.0
5539,PT,PMCQuants,Portugal,0.0
5539,GB,Nerd Herd,United Kingdom,0.0
5539,GB,Mantas Robinson,United Kingdom,0.0
5539,CH,Sapapaya,Switzerland,0.0
5539,GB,pocket_aces,United Kingdom,0.0
5539,US,Ling Long,United States,0.0
5539,GB,CB1 1LL,United Kingdom,0.0
5539,DE,Pom,Germany,0.0
5539,DE,taro,Germany,0.0
5539,DE,orionic,Germany,0.0
5539,GB,ProsperousPoo,United Kingdom,0.0
5539,GB,Gareth,United Kingdom,0.0
5539,US,Dshin,United States,0.0
5539,AU,chrispan,Australia,0.0
5539,IN,LucilleWD,India,0.0
5539,DE,DEVOS,Germany,0.0
5539,KE,CAPE_CAPITAL,Kenya,0.0
5539,IN,Too Sigma,India,0.0
5539,IN,PR0713,India,0.0
5539,IN,torchnograd,India,0.0
5539,GB,Engineers,United Kingdom,0.0
5539,GB,algo_mog,United Kingdom,0.0
5539,IN,Prosperous_tree,India,0.0
5539,CA,Khushal Rawat,Canada,0.0
5539,FR,Road 2 Quant Trading,France,0.0
5539,US,ALPHA FOUNDRY,United States,0.0
5539,US,AlphaX,United States,0.0
5539,GB,test,United Kingdom,0.0
5539,HK,ChargingRedBird,Hong Kong,0.0
5539,IN,Fury,India,0.0
5539,IN,TITAN,India,0.0
5539,DE,Leqn,Germany,0.0
5539,IN,BVS,India,0.0
5539,CH,Susse Maus,Switzerland,0.0
5539,AU,Picasso,Australia,0.0
5539,GB,Michael B Team,United Kingdom,0.0
5539,GB,The Variance Vandals,United Kingdom,0.0
5539,GB,MSB,United Kingdom,0.0
5539,IN,Khushal,India,0.0
5539,IN,Rudra,India,0.0
5539,NL,AnnabelsTeam,Netherlands,0.0
5539,NL,AleG,Netherlands,0.0
5539,GB,SaucyBeans,United Kingdom,0.0
5539,GB,solo,United Kingdom,0.0
5539,SG,LowkeyTrading,Singapore,0.0
5539,GB,Fred,United Kingdom,0.0
5539,GB,Hyork,United Kingdom,0.0
5539,AU,Halliday,Australia,0.0
5539,GB,Japes,United Kingdom,0.0
5539,IN,lighttrading,India,0.0
5539,HK,HQ,Hong Kong,0.0
5539,RO,Space Coding Cadets,Romania,0.0
5539,US,SullenIsland,United States,0.0
5539,IN,BKC StratX,India,0.0
5539,IN,BadStatistician,India,0.0
5539,IN,abc,India,0.0
5539,GB,---,United Kingdom,0.0
5539,GB,LiquidityLords,United Kingdom,0.0
5539,AU,team_name,Australia,0.0
5539,GB,----,United Kingdom,0.0
5539,IN,error_404,India,0.0
5539,SG,maomao90,Singapore,0.0
5539,IN,random,India,0.0
5539,TW,imc prosperity 4,Taiwan,0.0
5539,AU,No_cardiologist_07,Australia,0.0
5539,US,Neel-team-6,United States,0.0
5539,IN,Adrian,India,0.0
5539,IN,Jayesh_solo,India,0.0
5539,IN,Stochastic_Variable,India,0.0
5539,GB,Evs Engineers,United Kingdom,0.0
5539,IN,Blackkhole,India,0.0
5539,GB,Reralts of Givia,United Kingdom,0.0
5539,IN,wealth_creation101,India,0.0
5539,CH,Taylors fate,Switzerland,0.0
5539,GB,Team Zero,United Kingdom,0.0
5539,GB,Phi76,United Kingdom,0.0
5539,IN,nifty1,India,0.0
5539,FR,Al coataudon,France,0.0
5539,FI,team name,Finland,0.0
5539,AU,Big Oh,Australia,0.0
5539,SG,Glorious Evolution,Singapore,0.0
5539,GB,Henosis,United Kingdom,0.0
5539,AT,dime,Austria,0.0
5539,IN,Aklesh Soni,India,0.0
5539,IN,Ava123,India,0.0
5539,IN,prosperISM,India,0.0
5539,IN,Sridhar,India,0.0
5539,IN,Nostradamus,India,0.0
5539,GB,DHC,United Kingdom,0.0
5539,AU,SixSeven,Australia,0.0
5539,MA,VatosLocos,Morocco,0.0
